timestamp,expiration,strike,call_put,gex,vanna_or_vex,charm,delta_exposure,gamma_gradient,vanna_gradient,charm_gradient,delta_change,net_gex,call_gex,put_gex,net_vanna,net_charm,net_delta_exposure,zero_gamma,gamma_flip,underlying_price,contract_multiplier,perspective,gex_unit,source
2026-08-17T14:40:00-04:00,2026-08-21,1000.0,call,0.0,0.0,,24006234.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1000.0,put,-5808.0,-30719.0,,-638729.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1010.0,call,0.0,0.0,,0.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1010.0,put,-601.0,-3315.0,,-61230.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1020.0,call,0.0,0.0,,0.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1020.0,put,-1507.0,-7961.0,,-160826.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1030.0,call,0.0,0.0,,0.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1030.0,put,-1889.0,-9674.0,,-208117.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1040.0,call,0.0,0.0,,0.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1040.0,put,-1766.0,-9303.0,,-182676.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1050.0,call,0.0,0.0,,0.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T14:40:00-04:00,2026-08-21,1050.0,put,-2029.0,-11106.0,,-193441.0,,,,,9783652.0,23938268.0,-14154616.0,18434996.0,,21739690895.0,,,1785.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
