timestamp,expiration,strike,call_put,gex,vanna_or_vex,charm,delta_exposure,gamma_gradient,vanna_gradient,charm_gradient,delta_change,net_gex,call_gex,put_gex,net_vanna,net_charm,net_delta_exposure,zero_gamma,gamma_flip,underlying_price,contract_multiplier,perspective,gex_unit,source
2026-08-17T16:00:00-04:00,2026-08-21,730.0,call,3796.0,-6496.0,,7912244.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T16:00:00-04:00,2026-08-21,730.0,put,-6681.0,-17190.0,,-266494.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T16:00:00-04:00,2026-08-21,735.0,call,0.0,0.0,,0.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T16:00:00-04:00,2026-08-21,735.0,put,-1134.0,-1882.0,,-82571.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T16:00:00-04:00,2026-08-21,737.5,call,0.0,0.0,,0.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T16:00:00-04:00,2026-08-21,737.5,put,-332.0,-842.0,,-13549.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T16:00:00-04:00,2026-08-21,740.0,call,0.0,0.0,,0.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T16:00:00-04:00,2026-08-21,740.0,put,-7866.0,-20514.0,,-288433.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T16:00:00-04:00,2026-08-21,745.0,call,0.0,0.0,,0.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
2026-08-17T16:00:00-04:00,2026-08-21,745.0,put,-1487.0,-3501.0,,-59555.0,,,,,4047529.0,9502620.0,-5455091.0,-2303749.0,,2581076271.0,,,968.46,100.0,unknown,QuantData PER_ONE_DOLLAR_MOVE; exact dollar/contract scaling unverified,QuantData
